Apples
11
9
9
14
8
8
13
7
8
11
8
11
13
9
8
10
10
10
11
12
16
11
10
7
12
8
8
12
8
9
15
11
8
17
15
9
8
9
9
11
11
10
13
9
12
11
9
9
8
13
13
10
9
11
8
11
8
12
9
10
12
12
9
10
9
8
17
8
11
11
12
14
8
11
10
11
7
10
10
7
11
7
9
13
7
8
11
14
11
12
9
10
9
14
7
12
9
15
8
10
12
10
9
11
10
10
12
12
14
11
8
9
8
9
7
9
10
15
11
10
12
10
13
8
10
12
7
10
11
10
9
9
7
18
14
13
9
8
10
17
8
8
9
10
9
9
11
12
14
9
9
9
10
14
13
14
7
12
9
10
8
8
7
10
12
10
8
13
9
10
12
9
12
10
13
12
11
9
12
12
11
12
9
10
12
9
10
8
20
8
9
9
11
8
11
10
9
10
9
12
8
7
8
7
9
12
9
10
9
11
9
12
20
9
9
7
10
13
11
10
10
10
9
12
14
11
11
9
8
11
10
11
8
8
10
8
12
8
9
11
9
10
8
8
10
7
15
14
9
9
12
11
9
15
10
8
11
8
8
10
14
12
9
9
11
14
13
11
8
9
11
11
9
8
8
8
8
8
9
15
9
8
8
9
11
11
8
7
7
8
12
10
8
9
10
11
8
11
8
8
14
9
7
10
10
9
17
13
15
9
9
13
12
14
12
14
13
13
9
11
12
8
8
10
16
12
11
8
10
8
7
7
8
11
10
10
12
10
7
14
7
9
11
7
12
14
10
10
9
8
9
10
14
8
10
10
8
10
11
10
10
18
10
12
12
14
9
12
9
9
11
8
12
10
12
15
11
10
13
12
9
7
11
7
9
8
11
11
8
9
10
17
7
11
9
9
8
8
10
10
13
13
12
8
13
9
7
11
11
10
11
9
10
10
9
12
10
12
11
13
7
10
19
12
14
9
7
12
12
13
7
10
9
8
12
11
12
8
13
9
11
10
10
8
8
8
14
11
8
10
10
9
9
8
12
14
8
8
13
9
10
10
14
9
9
9
7
14
10
9
7
8
11
10
10
8
7
11
10
14
11
12
11
8
13
10
7
12
15
9
10
7
8
9
9
12
12
12
8
10
11
8
10
11
13
9
12
14
8
11
10
10
10
10
9
8
10
8
11
9
8
7
8
15
10
11
10
9
13
11
9
11
7
10
9
15
10
10
9
14
12
15
14
11
13
8
15
12
9
10
9
12
11
12
8
10
7
11
11
8
8
12
8
10
14
9
7
9
9
11
10
9
11
8
9
10
8
10
12
13
9
10
9
14
12
10
10
11
12
8
9
9
9
10
10
16
9
7
8
8
10
9
13
8
8
10
9
10
10
10
9
9
8
12
11
12
10
9
8
7
15
10
9
8
16
13
12
13
9
10
9
13
13
8
12
15
9
12
9
14
13
7
10
8
13
9
12
11
10
11
8
12
10
10
10
7
12
11
8
10
12
11
8
8
9
10
7
11
7
11
9
13
19
8
9
12
9
9
14
9
11
9
7
12
8
9
11
10
10
13
15
8
8
12
14
12
8
9
12
14
10
8
9
11
9
8
8
8
12
11
8
8
8
13
16
8
8
13
9
12
8
8
12
8
11
12
8
10
12
9
15
11
14
7
7
10
12
7
8
9
8
14
9
7
9
10
9
9
8
9
10
8
10
10
9
11
10
9
7
8
14
14
10
11
10
7
10
8
11
11
7
9
13
11
12
15
10
9
9
12
12
7
15
11
9
8
12
8
7
11
14
13
10
7
19
10
12
10
8
12
9
9
15
9
10
11
11
10
11
10
9
11
9
9
8
10
10
8
10
13
8
11
12
8
13
13
14
7
14
11
10
9
12
9
13
11
9
11
11
13
14
9
12
8
12
8
7
10
13
12
13
11
8
11
12
7
9
8
11
8
9
13
8
11
8
9
10
10
10
8
11
11
7
10
10
10
7
16
8
10
10
12
8
14
10
10
15
11
8
9
9
9
14
8
10
11
10
8
11
8
10
12
9
13
7
8
11
10
8
10
12
8
15
9
12
11
7
9
11
7
12
8
9
9
11
8
11
11
10
12
7
12
9
12
9
9
12
7
13
7
10
11
9
10
8
7
10
10
10
8
10
12
8
11
13
12
11
8
11
9
9
7
15
9
11
8
14
9
10
12
8
10
7
10
14
11
14
11
7
10
8
10
8
8
9
9
11
9
10
12
16
11
9
12
10
9
10
8
10
9
9
10
15
8
10
11
14
10
7
14
9
7
14
14
9
10
14
9
9
11
7
8
11
11
13
12
9
9
8
7
9
12
9
12
19
15
9
11
9
9
8
9
9
11
14
9
8
14
14
10
14
11
8
10
13
10
12
10
9
10
11
12
12
9
7
12
12
7
12
9
9
11
15
9
10
7
13
8
11
10
11
14
11
11
8
13
9
14
13
14
8
11
9
12
9
9
7
9
10
9
9
8
11
8
9
9
11
7
17
10
12
12
8
10
10
10
8
9
10
8
12
9
10
7
11
13
18
10
14
9
11
10
8
11
13
9
10
13
14
8
10
7
12
9
10
9
11
12
12
10
8
7
9
11
9
11
8
10
14
12
9
11
8
10
8
14
8
13
7
11
10
9
9
17
10
11
12
8
13
11
11
13
10
9
8
11
8
8
10
8
8
9
16
9
10
9
9
9
9
12
10
11
8
11
9
12
9
12
8
8
12
13
9
9
13
10
10
13
8
9
9
12
13
9
9
9
7
10
11
7
10
10
9
12
10
12
7
11
12
16
12
12
9
8
9
9
10
14
12
12
10
9
12
10
8
9
9
10
13
9
10
11
9
11
8
12
12
9
10
7
10
12
9
13
9
11
10
12
12
10
7
7
14
9
11
8
10
11
10
8
10
9
10
10
8
7
15
9
8
10
9
11
8
8
9
9
12
11
11
9
9
8
9
12
9
11
11
10
13
12
7
13
10
16
9
12
10
10
8
10
11
12
12
8
11
9
8
8
9
10
13
9
9
11
11
8
11
11
9
9
11
8
13
9
7
13
8
9
9
8
10
8
11
9
12
8
8
9
10
9
10
10
7
7
9
13
11
7
19
10
15
15
12
11
7
9
10
11
12
11
8
9
9
13
11
7
9
12
11
9
10
7
12
10
15
9
12
9
12
13
9
13
7
7
9
8
8
7
12
10
7
11
13
9
10
11
8
10
11
12
9
8
12
7
12
13
17
13
10
14
12
10
11
13
13
8
8
10
7
10
7
13
9
7
12
14
7
9
9
9
11
11
13
9
9
9
10
9
20
11
9
10
13
10
13
8
9
10
8
7
7
12
12
13
9
10
11
14
9
9
9
12
12
10
9
12
11
8
10
7
11
14
8
14
9
10
9
9
9
10
7
8
10
8
9
7
10
10
10
10
7
12
7
8
10
13
9
10
11
9
15
8
9
11
9
11
8
12
10
8
8
9
10
8
9
11
14
7
9
11
7
13
7
7
10
12
7
15
9
9
12
7
9
8
12
9
10
13
11
10
7
11
13
7
8
9
9
9
12
9
7
9
11
15
12
9
10
9
15
9
9
7
9
8
10
12
13
13
13
11
8
14
7
19
11
11
10
12
10
9
12
9
15
8
7
11
7
19
11
10
14
10
9
10
9
13
11
9
9
12
12
12
9
7
9
10
9
12
10
10
9
10
9
16
15
11
13
8
12
11
9
8
10
17
10
12
16
12
9
10
11
7
8
9
8
9
9
9
10
10
7
10
11
7
12
9
9
11
11
9
15
8
13
10
10
16
10
9
12
10
12
9
8
10
9
11
8
10
11
9
7
10
9
8
12
8
10
7
17
14
9
11
7
12
14
10
11
12
8
9
10
10
9
11
9
8
9
11
10
8
9
10
8
8
9
10
10
11
11
7
11
14
9
16
13
9
7
11
11
8
12
16
8
7
10
10
7
10
9
9
12
9
11
13
9
8
10
11
12
12
7
10
9
17
9
10
17
10
12
8
10
11
13
9
7
9
11
12
12
9
10
8
9
10
7
8
11
8
9
9
14
10
10
10
9
13
8
9
9
9
10
9
11
11
10
11
8
7
8
11
10
10
14
9
9
10
9
8
10
9
8
10
7
9
13
7
11
8
10
12
9
9
10
10
8
12
10
11
12
9
10
9
10
10
12
7
11
12
11
10
8
8
12
12
11
10
10
9
8
9
9
7
13
9
8
7
7
11
14
10
10
7
11
9
8
13
11
9
7
14
13
17
10
9
7
10
12
10
7
11
11
7
13
9
8
10
12
9
12
15
9
16
8
14
9
11
9
11
8
11
10
14
10
11
10
14
8
9
10
13
10
9
12
16
13
14
7
8
9
9
7
9
11
9
10
13
12
11
8
10
8
11
8
14
10
11
7
18
9
7
10
8
7
12
10
13
14
12
8
11
11
11
8
12
10
13
10
18
8
8
10
8
9
12
9
7
8
11
9
7
9
15
10
9
9
10
12
10
10
10
8
12
11
11
10
17
14
11
