Watermelons
10
18
10
9
8
12
9
8
12
11
11
9
11
8
8
14
10
11
10
10
14
10
11
7
16
8
13
7
8
11
11
9
9
10
9
9
11
7
12
12
15
13
11
13
18
9
9
13
13
10
16
10
17
11
10
12
13
11
7
10
8
9
7
7
10
12
9
9
8
9
9
9
8
10
7
11
8
15
9
11
8
10
11
7
11
15
13
8
7
9
13
9
14
8
8
10
12
9
15
9
8
11
11
13
8
9
10
8
11
11
10
11
11
14
10
7
15
8
12
12
9
9
8
8
12
7
10
9
11
10
11
12
8
9
11
7
15
10
7
8
8
10
7
9
18
11
9
19
9
8
9
11
10
8
8
9
11
12
10
10
9
9
11
14
10
14
8
9
12
9
7
11
8
8
13
9
7
12
10
10
8
12
7
11
9
10
7
10
9
12
11
9
8
11
7
8
14
10
9
10
13
11
8
11
9
12
10
8
13
9
7
11
8
8
8
9
8
9
9
9
13
13
9
9
8
10
7
14
9
10
8
9
9
9
12
12
12
7
13
9
11
9
8
17
11
14
8
11
9
8
13
10
8
8
10
10
9
10
9
10
9
10
8
8
9
10
9
13
11
12
16
14
14
7
12
10
10
8
10
12
14
7
11
9
11
11
7
8
9
12
11
12
8
10
11
7
13
9
14
8
10
13
8
13
11
16
17
12
14
11
9
8
11
9
9
10
11
10
13
8
9
7
8
9
10
11
12
11
9
9
11
11
10
7
10
8
12
7
17
9
16
8
12
8
15
13
10
15
9
11
13
9
9
10
10
13
9
8
9
10
7
9
10
10
10
14
11
10
10
10
7
11
9
11
13
9
9
10
9
14
10
11
14
8
12
8
12
13
8
8
8
10
9
11
10
11
8
9
8
12
10
11
13
7
10
9
8
10
9
13
14
9
10
15
8
10
14
14
12
16
10
15
8
11
12
8
11
12
14
8
11
14
7
14
10
12
10
13
15
8
13
9
10
9
12
8
11
11
9
8
11
9
9
10
9
8
11
8
16
9
10
12
13
12
8
7
11
10
7
8
9
10
15
12
10
8
7
10
13
12
16
8
9
11
10
11
13
17
9
15
8
8
9
16
9
13
13
7
12
8
11
7
12
10
11
10
10
11
11
9
7
9
8
14
9
9
10
13
9
10
9
11
7
10
9
11
16
13
12
8
11
10
7
12
10
9
8
11
10
9
14
10
12
8
11
16
10
9
9
11
11
10
